word,recording,time (s),context
Manipulate,salon-016,1338, some other works Or you go in and Manipulate the photograph and paint pain
Many,salon-090,4118,"f two-dimensional figures. Men had Many sides, and the more sides the"
Me,salon-092,910," interesting because it turned the Me. Wearing white to me, bearing"
Mentioned,salon-082,4698,"suming, since you said you sort of Mentioned using historical artists to s"
Mixing,salon-078,3,re starting here. And this idea of Mixing text with art. And what does 
Moderator,salon-084,3112,t share a little background as the Moderator. Go to desktop one Chair.
Money,salon-095,1505,"? I worry about nfts being used as Money laundering tools, which happe"
Multiple,salon-096,4528,"ared today, you know, crosses over Multiple media. And and I think that t"
Mute,salon-082,5614,nters. Amazing swan sorry I had to Mute and disappear for a minute. C
Narrative,salon-077,10360,"nto the art. It can be part of the Narrative narrative of the art, or some"
Never,salon-085,518,d in New York City that I knew was Never coming back. But this leads m
Nightmare,salon-058,4230,o it was my first time actually in Nightmare. So it might be more fit to t
Now,salon-080,3681,"The doors of all sagging on Now, in the middle of all of that"
Object,salon-080,1733,"e platform that we curated for was Object one, and it's Obj, KTON E. An"
Objects,salon-077,3,d be considered sculptures such as Objects in a virtual space. And I'm g
Open,salon-033,1865,y're not They're okay to test with Open see is great because of the g
Or,salon-103,3740,periments also with converting her Or collaborating with the AI to 
Order,salon-100,5364,"Yeah, so you can, Order it… we… we actually have left"
Out,roundtable-006,1153,"nd of the light coming out of the, Out of the tubes, and it, you kno"
Pandemic,roundtable-005,2583,", I think, part of the part of the Pandemic experience with so much like "
Panels,salon-087,3560," life These were paintings done on Panels of wood, with oil paint and t"
Paper,salon-088,970,paper? I know you. You spoke about Paper versus you know how you can u
Participants,salon-081,3116," seems like, you know, some of the Participants have really gotten to know ea"
Particles,salon-097,2058,"action. Basically, it's a bunch of Particles I throw on a virtual canvas, "
Patterns,salon-103,4111,"ze patterns, and we have a lot of, Patterns that we generate in our indiv"
Per,salon-099,501,"ined on millions upon millions and Per millions of images, but yet i"
Perhaps,salon-077,8712,"Michael, I'm I want to Perhaps go back a few steps, because "
Perspective,salon-085,2142," deals with the physical aspect of Perspective. Spatially, I do a lot of pho"
Photograph,salon-016,1338,p in Europe you know simplifying a Photograph into something into the color
Photography,salon-095,1505,"k before computers and think about Photography was viewed, as you know, an o"
Physical,salon-081,3759,Really interesting. Especially the Physical material that you're manipula
Pick,salon-105,1887,"ur character and you're fighting a Pick, your, your attacks one at a "
Pieces,salon-082,5380,rful Deep. Attention driven set of Pieces that I wanted to bring people
Place,salon-100,1372,"he bodies of work are… Memories of Place is the oldest body of work, a"
Play,salon-087,4512,"th all that stuff, but I I like to Play with technologies. And and th"
Poetry,salon-078,1729,So I actually came to Poetry and sort of symbolic language
Points,salon-102,6345,"ssionist Manifesto, and one of the Points in it was that the scientific"
Pop,salon-078,1729,e it was making use of some of the Pop language and flipping the I l
Possible,interview-028,1131,"erest to me to sort of think about Possible futures, speculative futures,"
Powerful,salon-102,2740,nk about Indigenous knowledge in a Powerful example for that imbalance. A
Present,salon-089,4965, It's it's really great just to be Present in this conversation. That's 
Presentation,salon-100,3097,"I think a weakness in my, Presentation is that the titles, the pictu"
Pretty,salon-101,1290,"tructions to use those, so you can Pretty much, you know, read, what pe"
Primarily,salon-085,3030, variety of ways. Using apps on my Primarily on my ipad. So I'm just gonna
Print,salon-079,1601,n put them next to one another and Print them in in large installation
Printed,salon-081,1048,"y enjoying, you know, printing our Printed on a drafting paper at actual"
Printing,interview-029,3796,"ack… so that, you know, came from, Printing, right? Offset printing with "
Probably,salon-097,4596, But in some cases I I think about Probably some kind of higher mathemati
Process,salon-092,384,"d I was interested in how it would Process guys, how it would process th"
Processes,interview-029,234," simulated, as you mentioned, with Processes, that are extremely contempor"
Project,salon-102,6550,"e really hard-pressed to think of, Project that wasn't based on chance, "
Projection,salon-096,190,interlocking sculptures along with Projection mapped base relief that was l
Putting,salon-104,3854,those students had any interest in Putting their work into a gallery set
Quality,salon-090,160,ou know. That's this idea that the Quality of the material of paint can 
Quick,salon-085,2,"k, and it's Evolved into a kind of Quick group, support group, hand ho"
Ran,salon-032,4038,"rk from Iran actually. Her name is Ran, the artist's name. It's thre"
Rather,roundtable-006,3047,"f, like, that whole end part about Rather than impressions of the outsi"
Reaction,salon-105,1887,"have a preference for what type of Reaction, you're inspiring people, whe"
Reception,salon-082,4985,"Well, we'll have a Reception on some date somewhere in the"
Relationship,salon-090,160,"ittle bit past, and looking at the Relationship of of culture, the advent of "
Repeat,salon-087,7398,"tion of it and its expression, and Repeat your wife."
Respect,salon-095,0," that you can share, work with and Respect the feedback that you get fro"
Role,salon-082,1997,ences and people's reactions to my Role in society. I guess you could
Running,salon-084,4636,ing that's free cause it has to be Running on a server somewhere. You kn
Save,salon-077,10439,"So when you so do the Save, and publish. The next box wi"
Scale,salon-094,4137,"You have to scale it and Scale it somehow, for the you know,"
Scientists,salon-102,177,"ng, their methods of engaging with Scientists, the tech they employ, and wh"
Selling,salon-089,1696,"g the catalog editors. Writers are Selling the show off the catalog, and"
Send,salon-081,4951,"ust upload our artworks, or we can Send at the same time send a link "
Sense,salon-102,4920,"So, and I appreciate your, Sense of ethics, also, Janet, in te"
Session,salon-106,-3,"eing recorded. So… Welcome to our, Session 106, focusing on France. Is e"
Setting,salon-109,3543,"I'm creating, you know, started a, Setting up a new studio space here in"
She,presentation-004,2924,n Roz who's on here as well is and She spoke in our earlier session 
Short,salon-083,1140,"idea. It's entitled Colabo. As, in Short, for collaboration, there's k"
Should,salon-077,8807,"and then afterwards publishing, or Should they be done at the same time"
Show,salon-081,4731,Most important thing is to Show them the artwork and get them
Showing,salon-101,1388,"human beings, but the universe and Showing our humanity by looking at th"
Single,salon-079,1601,ying to present more than just the Single frame and single lenticular p
Slides,salon-089,286,"rtant stuff at the bottom of their Slides when they're sharing, so you'"
Snapshot,salon-085,2142,"e broad river bridge, and I took a Snapshot out of my passenger Window. A"
Social,salon-096,4,"artist, we have put links to their Social media and to their website on"
Software,presentation-005,1285, iPhone and iPad. And this list of Software I call attention to Snapseed 
Solo,salon-035,84,ear. I was primarily focused on my Solo show that was in September an
Somewhere,salon-016,1338, but always was doing painting and Somewhere back in the 80s early 90s a f
Sorry,salon-089,497,"not used in the final, and this is Sorry 2 ships with a shape and a si"
Standing,salon-100,1643,"Kodorov Saleh, used by artists, is Standing in front of his painting in t"
Start,salon-108,2524,"ng about the catalog, it's nice to Start with the cover, and hold on j"
Started,salon-077,4171, a whole pottery industry that was Started by slave owners. And these an
Strokes,salon-084,1077,"the great variety and the types of Strokes. For example, the bottom left"
Students,salon-094,1174,our goal is to provide a forum for Students and faculties and cultural pr
Stuff,salon-077,8437,han we've talked about keeping the Stuff outside similar with the kind
Such,salon-080,1733,"ching you know, creating money and Such from their work, and and and "
Take,interview-028,2026, that it could actually be used to Take one's own work and create new
Taken,salon-085,2142,al sense. When traveling they were Taken. The photos were taken severa
Taking,interview-027,1770,tand it. And Now it's. A lot about Taking an image and setting it up an
Talked,roundtable-005,578,", we just kind of got together and Talked about what we were doing. And"
Texture,salon-078,2829,ally appreciate text as pattern or Texture. But for me I felt that the t
Textures,salon-081,360,ems and bring in all these kind of Textures.
Then,salon-016,1338, softer a dream dreamscape sort of Then I began to learn more about M
Theory,salon-097,150,"me deeply, especially the focus on Theory, scholar transcendence, spiri"
There,salon-033,1865,nd people who have like agents and There. I've heard some some stories
They've,salon-102,1455,"titution Archives, which has been, They've been digitizing for a very lo"
Throw,salon-093,2,"useum. So with that, I am going to Throw the microphone over to Benton"
Tied,interview-028,3135,nology feels like it's all kind of Tied up with excitement and forwar
Today's,salon-089,0,"ay is Thursday, December 5, th and Today's salon is going to be presente"
Too,salon-081,3178,he people at the venue felt it was Too long and required too much ex
Tools,salon-099,1108,", put, got some information about, Tools that we can use to keep ourse"
Towards,salon-102,2740,"aluate preconceptions that we have Towards the natural world, the more t"
Traditional,salon-102,4045,ar. And because we couldn't do the Traditional thing. We were funded for a y
Try,salon-038,91,d there we go. See if we can get a Try to get a strategy one more ti
Uh,salon-060,1737,I'm super interested I'll go to my Uh desktop and and open it in in
Up,salon-101,2667,"es on, I can critique some of the, Up and downsides of using things"
Used,salon-103,1950,ke a theatrical space that I could Used to make my characters come al
Want,salon-110,2,"with captioning, so if you want to Want to… Access that, you would cl"
We'll,salon-031,2,s kind of regular thing. So in the We'll wait. Moments here she back. 
We've,salon-106,180,"'re presenting. So we're going to, We've gone backwards somehow."
Weird,salon-046,29,"So that's kind of it. So in Weird, what we're doing is like, OK"
Were,interview-027,1628,"the these imaginary scenarios were Were executed, you know, for bette"
While,salon-074,1432,l elements to it once I was in the While I was working in the session.
Within,salon-089,4011,"offer this technology within their Within their pages. I mean, I can al"
Would,salon-077,9684, structure that you currently have Would be
Wouldn't,interview-027,2004,initely something that wouldn't be Wouldn't be possible without something
Writing,salon-078,3492,"nd it's kind of got a a quality of Writing to it, even though there are "
